ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5009003,F,Y,N,1,82445.2,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16771,-4937,1,0,1,0,Low-skill Laborers,3.0
5009004,F,N,N,0,206811.7,Commercial associate,Higher education,Married,House / apartment,-20769,-13135,1,0,0,0,Secretaries,2.0
5009005,M,Y,Y,1,142996.9,Working,Secondary / secondary special,Married,House / apartment,-15685,-6401,1,1,1,0,Accountants,3.0
5009006,M,Y,N,0,71654.6,Pensioner,Lower secondary,Married,House / apartment,-7679,365243,1,0,0,0,Drivers,2.0
5009007,F,Y,Y,1,122145.6,State servant,Secondary / secondary special,Married,House / apartment,-7978,-8525,1,0,0,0,Private service staff,2.0
5009008,M,Y,N,0,186011.6,State servant,Higher education,Married,With parents,-24303,-3876,1,0,1,0,nan,2.0
5009009,M,Y,Y,0,49172.9,Working,Secondary / secondary special,Married,House / apartment,-18446,-3111,1,1,0,0,Low-skill Laborers,1.0
5009010,F,Y,N,1,59196.1,Pensioner,Secondary / secondary special,Married,House / apartment,-21586,365243,1,1,0,0,Laborers,3.0
5009011,F,N,Y,2,98166.0,Working,Higher education,Married,House / apartment,-17155,-7678,1,0,0,0,nan,4.0
5009012,F,Y,Y,1,100488.7,Working,Secondary / secondary special,Civil marriage,House / apartment,-10854,-5483,1,1,1,0,IT staff,3.0
5009013,M,N,Y,0,96172.7,Working,Secondary / secondary special,Married,House / apartment,-17394,-4381,1,0,0,0,nan,1.0
5009014,F,Y,Y,2,84508.8,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18851,-5295,1,1,0,1,Security staff,4.0
5009015,M,N,N,1,83865.5,Commercial associate,Higher education,Civil marriage,House / apartment,-18936,-62,1,0,1,0,nan,2.0
5009016,M,N,Y,1,119626.4,Working,Secondary / secondary special,Married,House / apartment,-23896,-7699,1,0,1,0,High skill tech staff,3.0
5009017,F,Y,N,0,174028.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10248,365243,1,0,0,0,HR staff,1.0
5009018,F,Y,N,2,77615.6,Working,Secondary / secondary special,Married,House / apartment,-23855,-12637,1,0,0,0,Low-skill Laborers,3.0
5009019,F,N,N,3,334101.4,Working,Secondary / secondary special,Married,Rented apartment,-13612,-7748,1,1,1,0,nan,5.0
5009020,F,N,N,1,263114.8,Working,Secondary / secondary special,Married,Municipal apartment,-8932,-4637,1,0,0,0,Accountants,2.0
5009021,F,Y,Y,3,191880.5,Working,Higher education,Married,House / apartment,-14178,-6357,1,0,0,0,Sales staff,5.0
5009022,M,Y,Y,0,134758.8,Working,Incomplete higher,Married,House / apartment,-15832,-6607,1,0,0,0,Realty agents,2.0
5009023,M,N,Y,2,269411.2,Working,Lower secondary,Married,House / apartment,-12365,-10862,1,0,1,0,nan,4.0
5009024,M,Y,Y,0,85386.4,Student,Higher education,Married,House / apartment,-23552,-10888,1,0,0,1,Managers,2.0
5009025,M,N,N,0,65101.2,Pensioner,Higher education,Married,House / apartment,-14414,365243,1,0,1,0,Sales staff,1.0
5009026,F,Y,Y,1,75888.0,Working,Higher education,Married,Co-op apartment,-22901,-441,1,1,1,0,Security staff,3.0
5009027,M,Y,N,1,59786.1,Commercial associate,Incomplete higher,Married,House / apartment,-17116,-2143,1,0,0,0,Realty agents,3.0
5009028,F,N,Y,0,104914.5,Working,Higher education,Single / not married,House / apartment,-20460,-3973,1,1,0,0,Low-skill Laborers,1.0
5009029,F,N,N,0,114681.6,Working,Secondary / secondary special,Married,Municipal apartment,-13409,-13442,1,0,0,0,nan,1.0
5009030,F,Y,Y,0,109143.6,Working,Secondary / secondary special,Single / not married,House / apartment,-19533,-12413,1,0,1,0,IT staff,1.0
5009031,F,N,Y,0,98104.1,Working,Secondary / secondary special,Married,House / apartment,-9398,-9660,1,0,0,0,Low-skill Laborers,2.0
5009032,F,N,N,0,105511.7,Working,Secondary / secondary special,Married,Office apartment,-9083,-6547,1,1,0,1,Medicine staff,2.0
5009033,F,N,Y,0,235193.0,Working,Secondary / secondary special,Married,House / apartment,-7319,-13696,1,0,1,0,IT staff,2.0
5009034,M,Y,N,0,134595.1,Working,Higher education,Married,House / apartment,-21811,-4477,1,0,1,0,Cleaning staff,2.0
5009035,F,N,N,3,156569.4,State servant,Higher education,Single / not married,House / apartment,-16465,-9000,1,0,1,0,nan,5.0
5009036,M,N,Y,1,108596.6,Student,Secondary / secondary special,Widow,House / apartment,-18431,-7702,1,1,0,0,Low-skill Laborers,3.0
5009037,M,N,N,0,44011.5,State servant,Secondary / secondary special,Single / not married,House / apartment,-7371,-12852,1,0,0,0,Waiters/barmen staff,1.0
5009038,F,N,Y,3,39857.2,State servant,Higher education,Married,House / apartment,-22603,-8908,1,0,0,0,Laborers,5.0
5009039,M,Y,N,1,279681.0,Working,Secondary / secondary special,Married,House / apartment,-10089,-8157,1,0,0,0,nan,3.0
5009040,F,N,Y,0,75666.4,Commercial associate,Secondary / secondary special,Married,House / apartment,-17503,-89,1,0,0,0,Realty agents,2.0
5009041,F,N,N,0,72520.5,Working,Higher education,Single / not married,House / apartment,-11004,-13188,1,0,0,1,Low-skill Laborers,1.0
5009042,F,Y,Y,0,111617.3,Pensioner,Secondary / secondary special,Married,House / apartment,-24683,365243,1,0,0,0,Private service staff,2.0
5009043,M,N,Y,0,129988.5,Pensioner,Secondary / secondary special,Single / not married,With parents,-23745,365243,1,0,1,0,Low-skill Laborers,1.0
5009044,M,Y,Y,0,138473.1,Working,Secondary / secondary special,Married,House / apartment,-23810,-6293,1,0,0,0,Laborers,2.0
5009045,F,N,Y,0,239715.8,Working,Higher education,Single / not married,House / apartment,-10964,-6080,1,0,0,0,Medicine staff,2.0
5009046,M,Y,Y,0,209058.2,Working,Higher education,Married,House / apartment,-23064,-4590,1,0,1,0,Core staff,2.0
5009047,F,N,N,1,65810.4,Working,Secondary / secondary special,Married,Municipal apartment,-13952,-9809,1,0,1,0,Managers,3.0
5009048,F,N,N,0,160230.3,State servant,Incomplete higher,Married,House / apartment,-23402,-846,1,0,0,1,Medicine staff,1.0
5009049,F,N,Y,1,81467.1,Pensioner,Incomplete higher,Single / not married,House / apartment,-9183,365243,1,0,1,0,Waiters/barmen staff,2.0
5009050,M,N,Y,1,92156.7,Working,Higher education,Civil marriage,With parents,-13225,-10737,1,1,0,0,nan,3.0
5009051,M,N,Y,3,57125.5,Working,Higher education,Civil marriage,House / apartment,-10919,-1416,1,1,0,0,nan,5.0
5009052,F,Y,Y,0,42339.0,Working,Higher education,Married,House / apartment,-10095,-13373,1,0,0,0,Realty agents,2.0
5009053,M,N,Y,2,97170.2,State servant,Secondary / secondary special,Married,House / apartment,-18278,-5909,1,0,1,1,High skill tech staff,4.0
5009054,M,N,Y,2,61206.5,State servant,Secondary / secondary special,Widow,Rented apartment,-20926,-8387,1,0,1,0,Accountants,3.0
5009055,F,N,N,1,156985.2,Commercial associate,Secondary / secondary special,Married,House / apartment,-24944,-10315,1,0,0,1,Accountants,3.0
5009056,F,Y,N,1,85773.1,Commercial associate,Secondary / secondary special,Married,House / apartment,-20595,-482,1,0,0,0,IT staff,3.0
5009057,F,N,Y,0,115185.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13015,-1900,1,0,0,0,HR staff,2.0
5009058,F,N,Y,3,195587.5,Working,Secondary / secondary special,Married,House / apartment,-11389,-9819,1,0,0,0,Core staff,5.0
5009059,M,N,N,0,46974.1,State servant,Secondary / secondary special,Married,House / apartment,-17040,-701,1,0,1,0,Cleaning staff,1.0
5009060,F,Y,Y,1,68712.8,Working,Secondary / secondary special,Married,House / apartment,-16118,-4223,1,0,0,0,Secretaries,2.0
5009061,F,Y,N,0,108060.0,Working,Secondary / secondary special,Married,House / apartment,-9611,-4151,1,1,0,0,Laborers,2.0
5009062,M,N,N,0,115411.9,Working,Secondary / secondary special,Married,With parents,-15895,-3472,1,1,0,0,Low-skill Laborers,1.0
5009063,F,Y,N,1,171398.9,Commercial associate,Higher education,Married,House / apartment,-19710,-2476,1,1,0,0,nan,3.0
5009064,F,N,Y,2,152295.3,Working,Lower secondary,Married,House / apartment,-20821,-9062,1,0,0,0,Core staff,4.0
5009065,F,Y,N,0,103618.0,Commercial associate,Incomplete higher,Separated,House / apartment,-11594,-4991,1,0,0,0,Managers,1.0
5009066,F,N,N,4,114886.8,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-18880,365243,1,1,0,0,Sales staff,5.0
5009067,F,Y,N,1,116487.3,Pensioner,Lower secondary,Civil marriage,House / apartment,-24239,365243,1,0,1,0,Medicine staff,2.0
5009068,M,N,N,0,47341.6,Commercial associate,Secondary / secondary special,Married,House / apartment,-19005,-7986,1,0,0,0,Medicine staff,2.0
5009069,M,N,Y,0,91291.4,Working,Secondary / secondary special,Married,House / apartment,-14926,-13024,1,0,0,0,nan,2.0
5009070,F,Y,Y,1,111774.3,Working,Secondary / secondary special,Married,With parents,-19459,-10427,1,1,0,0,HR staff,3.0
5009071,F,Y,N,0,124153.7,Working,Higher education,Single / not married,House / apartment,-8440,-13474,1,0,0,0,Secretaries,1.0
5009072,F,Y,N,0,62181.8,Working,Secondary / secondary special,Married,House / apartment,-10864,-8091,1,1,0,0,Secretaries,2.0
5009073,F,N,N,0,52344.4,State servant,Secondary / secondary special,Married,House / apartment,-7912,-4853,1,0,0,0,Waiters/barmen staff,2.0
5009074,F,N,N,0,87792.7,State servant,Higher education,Married,House / apartment,-14989,-209,1,0,1,1,Managers,2.0
5009075,F,N,Y,1,263994.4,Working,Secondary / secondary special,Married,House / apartment,-11105,-2093,1,1,0,0,Medicine staff,2.0
5009076,F,N,Y,0,65537.4,Pensioner,Secondary / secondary special,Married,House / apartment,-11797,365243,1,0,0,0,Secretaries,2.0
5009077,F,N,Y,0,177542.3,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-22015,-10915,1,0,0,0,Laborers,1.0
5009078,F,Y,Y,0,218026.0,State servant,Higher education,Married,House / apartment,-7580,-8192,1,0,0,0,Cleaning staff,1.0
5009079,F,Y,N,0,100985.6,Working,Secondary / secondary special,Single / not married,House / apartment,-23139,-7351,1,0,0,1,IT staff,2.0
5009080,F,Y,Y,0,70268.3,Commercial associate,Higher education,Married,House / apartment,-13034,-5641,1,0,0,0,Private service staff,2.0
5009081,M,N,N,1,127568.6,Working,Higher education,Married,House / apartment,-23845,-8533,1,0,0,1,nan,3.0
5009082,M,N,N,1,108824.9,Working,Lower secondary,Separated,House / apartment,-23727,-7326,1,1,1,0,Realty agents,3.0
5009083,M,Y,Y,0,64244.3,Working,Secondary / secondary special,Married,House / apartment,-8925,-10967,1,0,0,0,Private service staff,1.0
5009084,F,N,Y,0,71011.6,Working,Secondary / secondary special,Married,House / apartment,-18734,-7025,1,1,0,0,Medicine staff,2.0
5009085,M,N,N,0,123845.5,Working,Secondary / secondary special,Married,House / apartment,-12747,-4307,1,1,0,0,Secretaries,1.0
5009086,F,N,N,0,157427.5,Working,Higher education,Married,House / apartment,-21749,-4875,1,1,0,1,Cleaning staff,1.0
5009087,F,Y,N,1,84002.8,Commercial associate,Higher education,Married,Rented apartment,-8122,-12648,1,0,0,0,nan,3.0
5009088,M,Y,Y,0,95361.8,Commercial associate,Incomplete higher,Married,House / apartment,-7768,-5041,1,0,1,0,Low-skill Laborers,1.0
5009089,F,N,Y,0,137904.9,State servant,Incomplete higher,Single / not married,House / apartment,-17483,-836,1,0,0,0,High skill tech staff,2.0
5009090,M,N,Y,1,90559.0,Working,Higher education,Married,House / apartment,-9562,-6433,1,0,0,0,nan,3.0
5009091,M,N,Y,0,84994.0,State servant,Higher education,Married,House / apartment,-18379,-4035,1,0,0,0,Accountants,1.0
5009092,F,Y,N,1,67665.4,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13512,-6347,1,0,1,0,nan,3.0
5009093,M,Y,N,0,67081.1,Working,Secondary / secondary special,Married,Office apartment,-21505,-10567,1,1,1,0,Cleaning staff,2.0
5009094,M,N,Y,0,374910.0,Commercial associate,Incomplete higher,Married,House / apartment,-15064,-5435,1,0,0,1,Waiters/barmen staff,2.0
5009095,F,N,Y,1,89491.5,Commercial associate,Higher education,Married,House / apartment,-24623,-3009,1,0,0,0,Drivers,3.0
5009096,F,N,Y,1,195346.3,Working,Secondary / secondary special,Separated,House / apartment,-9646,-13194,1,0,0,0,Private service staff,2.0
5009097,M,N,N,0,229119.0,Commercial associate,Secondary / secondary special,Separated,Office apartment,-10445,-2867,1,0,0,0,Drivers,2.0
5009098,F,Y,Y,1,90058.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21061,-5039,1,0,1,0,High skill tech staff,3.0
5009099,M,N,N,2,118683.4,Student,Secondary / secondary special,Married,House / apartment,-13720,-6050,1,0,0,0,Managers,4.0
5009100,M,N,Y,3,103905.7,State servant,Higher education,Single / not married,House / apartment,-16373,-2889,1,1,0,0,Security staff,5.0
5009101,F,Y,N,1,44086.5,Commercial associate,Secondary / secondary special,Married,House / apartment,-17017,-507,1,0,0,0,Cleaning staff,3.0
5009102,F,N,Y,2,45433.9,Commercial associate,Secondary / secondary special,Single / not married,With parents,-23676,-13588,1,0,0,0,High skill tech staff,4.0
5009103,F,Y,Y,0,101156.5,State servant,Higher education,Separated,House / apartment,-24735,-10402,1,0,1,0,Low-skill Laborers,1.0
5009104,F,Y,N,0,79821.1,State servant,Secondary / secondary special,Married,With parents,-18645,-8132,1,0,0,0,High skill tech staff,2.0
5009105,F,Y,N,0,254178.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-12525,365243,1,0,1,0,Private service staff,1.0
5009106,F,Y,Y,0,87703.2,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-21253,-9579,1,1,0,0,Waiters/barmen staff,2.0
5009107,M,Y,Y,0,261833.6,Working,Secondary / secondary special,Separated,House / apartment,-16317,-12008,1,1,0,0,Core staff,2.0
5009108,F,N,Y,1,77792.8,Pensioner,Secondary / secondary special,Married,House / apartment,-20822,365243,1,0,0,0,nan,2.0
5009109,M,N,Y,0,256812.2,Working,Incomplete higher,Married,House / apartment,-25053,-13841,1,0,0,0,Medicine staff,2.0
5009110,M,N,N,1,127161.4,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12593,-7986,1,1,0,0,Cleaning staff,3.0
5009111,M,Y,N,0,130828.9,Working,Higher education,Married,Rented apartment,-13980,-12249,1,1,1,1,Security staff,1.0
5009112,M,Y,Y,0,76429.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20076,-5608,1,0,0,0,nan,2.0
5009113,F,N,Y,0,131723.3,Working,Higher education,Civil marriage,House / apartment,-14103,-7997,1,0,0,0,Drivers,2.0
5009114,F,Y,Y,0,230120.1,Pensioner,Secondary / secondary special,Married,Rented apartment,-22653,365243,1,0,1,0,Secretaries,1.0
5009115,F,Y,Y,0,91820.1,Commercial associate,Secondary / secondary special,Married,House / apartment,-22409,-13690,1,0,1,0,IT staff,1.0
5009116,M,N,Y,1,83308.1,Working,Higher education,Single / not married,House / apartment,-19349,-9568,1,1,0,1,Security staff,3.0
5009117,M,N,N,0,87257.5,Commercial associate,Secondary / secondary special,Married,House / apartment,-19479,-11690,1,0,0,0,Medicine staff,1.0
5009118,M,N,Y,0,221916.4,State servant,Secondary / secondary special,Married,With parents,-12266,-9891,1,0,1,1,Sales staff,1.0
5009119,M,N,N,1,151399.2,Working,Higher education,Married,House / apartment,-8717,-3479,1,0,1,0,Realty agents,3.0
5009120,F,Y,N,0,203585.2,Commercial associate,Higher education,Separated,House / apartment,-12346,-505,1,0,0,0,HR staff,2.0
5009121,F,N,N,0,115475.2,Working,Incomplete higher,Single / not married,House / apartment,-11286,-5372,1,0,1,1,Accountants,2.0
5009122,F,Y,N,0,100675.7,State servant,Incomplete higher,Married,House / apartment,-22853,-2868,1,0,0,0,HR staff,2.0
5009123,M,N,N,0,122023.9,Working,Higher education,Civil marriage,House / apartment,-22706,-1923,1,0,0,0,Sales staff,1.0
5009124,F,Y,N,1,168565.4,State servant,Higher education,Widow,With parents,-13382,-7683,1,0,0,0,Security staff,3.0
5009125,F,N,Y,2,87242.0,Working,Secondary / secondary special,Married,House / apartment,-21098,-7058,1,0,0,0,High skill tech staff,3.0
5009126,F,Y,Y,1,195700.1,Working,Secondary / secondary special,Married,House / apartment,-7510,-9827,1,1,0,0,High skill tech staff,3.0
5009127,F,N,Y,0,118529.3,Working,Secondary / secondary special,Married,House / apartment,-17854,-12467,1,1,0,0,nan,2.0
5009128,M,N,N,1,29639.4,Working,Secondary / secondary special,Married,House / apartment,-8815,-11338,1,0,0,1,HR staff,3.0
5009129,M,N,N,0,153544.7,Commercial associate,Secondary / secondary special,Married,House / apartment,-11672,-2135,1,0,1,0,HR staff,2.0
5009130,M,N,Y,0,52252.7,Working,Higher education,Married,Municipal apartment,-14465,-13381,1,0,0,1,Cleaning staff,1.0
5009131,F,N,N,0,151688.8,Working,Secondary / secondary special,Single / not married,House / apartment,-18488,-12622,1,1,1,0,Secretaries,2.0
5009132,M,N,N,1,154934.7,Commercial associate,Secondary / secondary special,Married,House / apartment,-11830,-4671,1,0,1,0,HR staff,2.0
5009133,M,N,N,1,116418.4,Pensioner,Secondary / secondary special,Widow,House / apartment,-24091,365243,1,0,0,0,High skill tech staff,2.0
5009134,M,N,N,1,129552.4,Pensioner,Secondary / secondary special,Married,House / apartment,-23595,365243,1,0,0,0,Accountants,3.0
5009135,M,N,N,1,171002.8,Commercial associate,Higher education,Married,House / apartment,-14700,-6682,1,1,0,0,nan,3.0
5009136,F,N,Y,0,77048.2,State servant,Secondary / secondary special,Married,Rented apartment,-14053,-2563,1,1,1,0,Drivers,2.0
5009137,F,N,Y,0,146783.6,Commercial associate,Incomplete higher,Separated,House / apartment,-9010,-11523,1,0,0,1,Waiters/barmen staff,2.0
5009138,F,N,Y,1,176576.9,Working,Secondary / secondary special,Married,House / apartment,-21907,-14564,1,0,0,0,nan,2.0
5009139,M,N,Y,1,238003.7,Working,Incomplete higher,Married,House / apartment,-8125,-542,1,1,0,1,nan,3.0
5009140,F,N,Y,1,56789.7,Working,Secondary / secondary special,Single / not married,House / apartment,-18612,-11645,1,1,0,0,Accountants,2.0
5009141,F,N,N,0,121086.2,Working,Secondary / secondary special,Married,House / apartment,-12845,-10291,1,1,0,0,nan,2.0
5009142,M,Y,N,1,61038.2,State servant,Lower secondary,Single / not married,House / apartment,-11052,-5381,1,1,0,0,Sales staff,3.0
5009143,M,N,N,0,59756.8,Pensioner,Secondary / secondary special,Married,House / apartment,-22589,365243,1,0,1,0,High skill tech staff,2.0
5009144,M,N,Y,1,118126.8,Working,Secondary / secondary special,Single / not married,With parents,-23451,-8416,1,1,0,1,Cooking staff,3.0
5009145,F,N,Y,0,102613.8,Working,Higher education,Married,House / apartment,-17984,-12513,1,0,0,0,HR staff,2.0
5009146,F,N,Y,3,174992.9,Commercial associate,Secondary / secondary special,Married,House / apartment,-21865,-4764,1,1,1,0,Core staff,5.0
5009147,M,Y,Y,0,83026.2,State servant,Secondary / secondary special,Married,House / apartment,-15992,-5870,1,0,1,0,Drivers,2.0
5009148,M,N,N,1,92316.1,Working,Secondary / secondary special,Married,House / apartment,-13038,-14080,1,0,1,0,Cleaning staff,3.0
5009149,F,N,Y,1,109727.2,Working,Secondary / secondary special,Civil marriage,House / apartment,-7529,-11675,1,0,0,0,Core staff,2.0
5009150,F,N,Y,0,64156.8,State servant,Incomplete higher,Married,House / apartment,-7545,-5876,1,1,0,0,Medicine staff,1.0
